Replicate Name,Protein Name,Precursor Ion Name,Precursor Mz,Product Mz,Retention Time,Area,Background,Start Time,End Time,Height
180212_Std_4uMhilicMix4_2,Co-enzyme A,Succinyl CoA,866.1105,339.0864,3.52,1107221,24408,3.48,3.61,471236
180212_Blk_MQBlk_1,Co-enzyme A,Succinyl CoA,866.1105,339.0864,3.59,6,9,3.54,3.6,4
180212_Blk_MQBlk_2,Co-enzyme A,Succinyl CoA,866.1105,339.0864,3.49,46,0,3.45,3.56,14
180212_Blk_MQBlk_3,Co-enzyme A,Succinyl CoA,866.1105,339.0864,3.48,16,0,3.47,3.52,7
180212_Blk_SWBlk_1,Co-enzyme A,Succinyl CoA,866.1105,339.0864,3.53,20,0,3.5,3.55,15
180212_Blk_SWBlk_2,Co-enzyme A,Succinyl CoA,866.1105,339.0864,3.53,35,0,3.5,3.56,25
180212_Blk_SWBlk_3,Co-enzyme A,Succinyl CoA,866.1105,339.0864,3.52,14,0,3.5,3.53,14
180212_Poo_TruePoo_Full1,Co-enzyme A,Succinyl CoA,866.1105,339.0864,3.47,48,3,3.42,3.52,27
180212_Poo_TruePoo_Full2,Co-enzyme A,Succinyl CoA,866.1105,339.0864,3.48,41,22,3.45,3.53,51
180212_Poo_TruePoo_Full3,Co-enzyme A,Succinyl CoA,866.1105,339.0864,3.86,1096,19,3.81,3.91,468
180212_Poo_TruePoo_Half1,Co-enzyme A,Succinyl CoA,866.1105,339.0864,3.5,19,0,3.48,3.52,18
180212_Poo_TruePoo_Half2,Co-enzyme A,Succinyl CoA,866.1105,339.0864,3.48,30,0,3.47,3.53,13
180212_Poo_TruePoo_Half3,Co-enzyme A,Succinyl CoA,866.1105,339.0864,3.51,71,0,3.35,3.55,12
180212_Smp_L1C32DCMless10m_A,Co-enzyme A,Succinyl CoA,866.1105,339.0864,3.47,40,0,3.44,3.52,18
180212_Smp_L1C32DCMless10m_B,Co-enzyme A,Succinyl CoA,866.1105,339.0864,3.56,765,0,3.54,3.64,520
180212_Smp_L1C32DCMless10m_C,Co-enzyme A,Succinyl CoA,866.1105,339.0864,3.48,42,10,3.41,3.53,17
180212_Smp_L1C32DCMless20m_A,Co-enzyme A,Succinyl CoA,866.1105,339.0864,3.58,515,31,3.51,3.63,311
180212_Smp_L1C32DCMless20m_B,Co-enzyme A,Succinyl CoA,866.1105,339.0864,3.45,102,9,3.42,3.53,63
180212_Smp_L1C32DCMless20m_C,Co-enzyme A,Succinyl CoA,866.1105,339.0864,3.48,40,0,3.45,3.53,29
180212_Smp_L1C33DCM_A,Co-enzyme A,Succinyl CoA,866.1105,339.0864,3.44,47,5,3.42,3.55,12
180212_Smp_L1C33DCM_B,Co-enzyme A,Succinyl CoA,866.1105,339.0864,3.5,24,0,3.45,3.52,17
180212_Smp_L1C33DCM_C,Co-enzyme A,Succinyl CoA,866.1105,339.0864,3.46,35,0,3.43,3.52,18
180212_Smp_L1C33DCMplus10m_A,Co-enzyme A,Succinyl CoA,866.1105,339.0864,3.48,1,0,3.48,3.56,0
180212_Smp_L1C33DCMplus10m_B,Co-enzyme A,Succinyl CoA,866.1105,339.0864,3.48,1,0,3.48,3.52,6
180212_Smp_L1C33DCMplus10m_C,Co-enzyme A,Succinyl CoA,866.1105,339.0864,3.87,296,17,3.83,3.94,229
180212_Smp_L1C33DCMplus20m_A,Co-enzyme A,Succinyl CoA,866.1105,339.0864,3.48,34,0,3.42,3.55,12
180212_Smp_L1C33DCMplus20m_B,Co-enzyme A,Succinyl CoA,866.1105,339.0864,3.52,32,0,3.49,3.58,15
180212_Smp_L1C33DCMplus20m_C,Co-enzyme A,Succinyl CoA,866.1105,339.0864,3.45,46,0,3.45,3.53,18
180212_Smp_L2C1DCMless10m_A,Co-enzyme A,Succinyl CoA,866.1105,339.0864,3.44,56,1,3.4,3.52,25
180212_Smp_L2C1DCMless10m_B,Co-enzyme A,Succinyl CoA,866.1105,339.0864,3.49,15,0,3.47,3.53,9
180212_Smp_L2C1DCMless10m_C,Co-enzyme A,Succinyl CoA,866.1105,339.0864,3.51,26,0,3.47,3.53,12
180212_Smp_L2C1DCMless20m_A,Co-enzyme A,Succinyl CoA,866.1105,339.0864,3.51,17,0,3.51,3.57,12
180212_Smp_L2C1DCMless20m_B,Co-enzyme A,Succinyl CoA,866.1105,339.0864,3.86,479,0,3.82,3.91,486
180212_Smp_L2C1DCMless20m_C,Co-enzyme A,Succinyl CoA,866.1105,339.0864,3.5,9,0,3.49,3.52,12
180212_Smp_L2C2DCM_A,Co-enzyme A,Succinyl CoA,866.1105,339.0864,3.58,204,42,3.51,3.61,281
180212_Smp_L2C2DCM_B,Co-enzyme A,Succinyl CoA,866.1105,339.0864,3.55,127,0,3.51,3.56,215
180212_Smp_L2C2DCM_C,Co-enzyme A,Succinyl CoA,866.1105,339.0864,3.52,90,0,3.49,3.54,140
180212_Smp_L2C2DCMplus10m_A,Co-enzyme A,Succinyl CoA,866.1105,339.0864,3.5,36,33,3.42,3.53,20
180212_Smp_L2C2DCMplus10m_B,Co-enzyme A,Succinyl CoA,866.1105,339.0864,3.52,38,0,3.47,3.53,20
180212_Smp_L2C2DCMplus10m_C,Co-enzyme A,Succinyl CoA,866.1105,339.0864,3.54,21,0,3.51,3.56,14
180212_Smp_L2C2DCMplus20m_A,Co-enzyme A,Succinyl CoA,866.1105,339.0864,3.45,68,8,3.42,3.52,21
180212_Smp_L2C2DCMplus20m_B,Co-enzyme A,Succinyl CoA,866.1105,339.0864,3.86,54,0,3.83,3.91,42
180212_Smp_L2C2DCMplus20m_C,Co-enzyme A,Succinyl CoA,866.1105,339.0864,3.85,12,0,3.83,3.89,10
180212_Std_4uMhilicMix4_1,Co-enzyme A,Succinyl CoA,866.1105,158.9068,3.49,1342875,10943,3.45,3.57,603882
180212_Std_4uMhilicMix4_2,Co-enzyme A,Succinyl CoA,866.1105,158.9068,3.52,1255856,22003,3.48,3.61,512911
180212_Blk_MQBlk_1,Co-enzyme A,Succinyl CoA,866.1105,158.9068,3.55,157,0,3.54,3.6,242
180212_Blk_MQBlk_2,Co-enzyme A,Succinyl CoA,866.1105,158.9068,3.47,37,0,3.45,3.56,14
180212_Blk_MQBlk_3,Co-enzyme A,Succinyl CoA,866.1105,158.9068,3.51,9,7,3.47,3.52,4
180212_Blk_SWBlk_1,Co-enzyme A,Succinyl CoA,866.1105,158.9068,3.53,8,1,3.5,3.55,6
180212_Blk_SWBlk_2,Co-enzyme A,Succinyl CoA,866.1105,158.9068,3.52,44,0,3.5,3.56,36
180212_Blk_SWBlk_3,Co-enzyme A,Succinyl CoA,866.1105,158.9068,3.5,0,2,3.5,3.53,2
180212_Poo_TruePoo_Full1,Co-enzyme A,Succinyl CoA,866.1105,158.9068,3.49,46,2,3.42,3.52,40
180212_Poo_TruePoo_Full2,Co-enzyme A,Succinyl CoA,866.1105,158.9068,3.5,25,0,3.45,3.53,12
180212_Poo_TruePoo_Full3,Co-enzyme A,Succinyl CoA,866.1105,158.9068,3.85,4130,0,3.81,3.91,1924
180212_Poo_TruePoo_Half1,Co-enzyme A,Succinyl CoA,866.1105,158.9068,3.5,1,6,3.48,3.52,2
180212_Poo_TruePoo_Half2,Co-enzyme A,Succinyl CoA,866.1105,158.9068,3.52,22,0,3.47,3.53,12
180212_Poo_TruePoo_Half3,Co-enzyme A,Succinyl CoA,866.1105,158.9068,3.53,61,2,3.35,3.55,19
180212_Smp_L1C32DCMless10m_A,Co-enzyme A,Succinyl CoA,866.1105,158.9068,3.44,20,19,3.44,3.52,19
180212_Smp_L1C32DCMless10m_B,Co-enzyme A,Succinyl CoA,866.1105,158.9068,3.57,713,9,3.54,3.64,443
180212_Smp_L1C32DCMless10m_C,Co-enzyme A,Succinyl CoA,866.1105,158.9068,3.5,24,41,3.41,3.53,13
180212_Smp_L1C32DCMless20m_A,Co-enzyme A,Succinyl CoA,866.1105,158.9068,3.57,686,33,3.51,3.63,445
180212_Smp_L1C32DCMless20m_B,Co-enzyme A,Succinyl CoA,866.1105,158.9068,3.48,55,2,3.42,3.53,17
180212_Smp_L1C32DCMless20m_C,Co-enzyme A,Succinyl CoA,866.1105,158.9068,3.47,14,0,3.45,3.53,7
180212_Smp_L1C33DCM_A,Co-enzyme A,Succinyl CoA,866.1105,158.9068,3.49,62,3,3.42,3.55,19
180212_Smp_L1C33DCM_B,Co-enzyme A,Succinyl CoA,866.1105,158.9068,3.5,50,2,3.45,3.52,33
180212_Smp_L1C33DCM_C,Co-enzyme A,Succinyl CoA,866.1105,158.9068,3.47,36,7,3.43,3.52,11
180212_Smp_L1C33DCMplus10m_A,Co-enzyme A,Succinyl CoA,866.1105,158.9068,3.52,12,0,3.48,3.56,8
180212_Smp_L1C33DCMplus10m_B,Co-enzyme A,Succinyl CoA,866.1105,158.9068,3.5,20,0,3.48,3.52,24
180212_Smp_L1C33DCMplus10m_C,Co-enzyme A,Succinyl CoA,866.1105,158.9068,3.85,2330,0,3.83,3.94,1134
180212_Smp_L1C33DCMplus20m_A,Co-enzyme A,Succinyl CoA,866.1105,158.9068,3.5,80,0,3.42,3.55,22
180212_Smp_L1C33DCMplus20m_B,Co-enzyme A,Succinyl CoA,866.1105,158.9068,3.57,81,39,3.49,3.58,94
180212_Smp_L1C33DCMplus20m_C,Co-enzyme A,Succinyl CoA,866.1105,158.9068,3.46,53,0,3.45,3.53,45
180212_Smp_L2C1DCMless10m_A,Co-enzyme A,Succinyl CoA,866.1105,158.9068,3.48,83,1,3.4,3.52,35
180212_Smp_L2C1DCMless10m_B,Co-enzyme A,Succinyl CoA,866.1105,158.9068,3.47,4,3,3.47,3.53,9
180212_Smp_L2C1DCMless10m_C,Co-enzyme A,Succinyl CoA,866.1105,158.9068,3.49,93,0,3.47,3.53,115
180212_Smp_L2C1DCMless20m_A,Co-enzyme A,Succinyl CoA,866.1105,158.9068,3.54,33,0,3.51,3.57,21
180212_Smp_L2C1DCMless20m_B,Co-enzyme A,Succinyl CoA,866.1105,158.9068,3.86,2110,18,3.82,3.91,990
180212_Smp_L2C1DCMless20m_C,Co-enzyme A,Succinyl CoA,866.1105,158.9068,3.49,1,7,3.49,3.52,1
180212_Smp_L2C2DCM_A,Co-enzyme A,Succinyl CoA,866.1105,158.9068,3.55,402,0,3.51,3.61,276
180212_Smp_L2C2DCM_B,Co-enzyme A,Succinyl CoA,866.1105,158.9068,3.52,7,0,3.51,3.56,6
180212_Smp_L2C2DCM_C,Co-enzyme A,Succinyl CoA,866.1105,158.9068,3.53,29,5,3.49,3.54,48
180212_Smp_L2C2DCMplus10m_A,Co-enzyme A,Succinyl CoA,866.1105,158.9068,3.5,72,0,3.42,3.53,24
180212_Smp_L2C2DCMplus10m_B,Co-enzyme A,Succinyl CoA,866.1105,158.9068,3.47,6,6,3.47,3.53,15
180212_Smp_L2C2DCMplus10m_C,Co-enzyme A,Succinyl CoA,866.1105,158.9068,3.51,3,9,3.51,3.56,0
180212_Smp_L2C2DCMplus20m_A,Co-enzyme A,Succinyl CoA,866.1105,158.9068,3.45,35,2,3.42,3.52,13
180212_Smp_L2C2DCMplus20m_B,Co-enzyme A,Succinyl CoA,866.1105,158.9068,3.88,1046,14,3.83,3.91,563
180212_Smp_L2C2DCMplus20m_C,Co-enzyme A,Succinyl CoA,866.1105,158.9068,3.86,1487,8,3.83,3.89,1149
180212_Std_4uMhilicMix4_1,Internal Std,13C Acetyl CoA,810.2043,463.1176,5.4,1567135,66982,5.35,5.49,848872
180212_Std_4uMhilicMix4_2,Internal Std,13C Acetyl CoA,810.2043,463.1176,5.42,2499243,26225,5.38,5.5,1375220
180212_Blk_MQBlk_1,Internal Std,13C Acetyl CoA,810.2043,463.1176,5.43,9825586,41623,5.38,5.51,4636502
180212_Blk_MQBlk_2,Internal Std,13C Acetyl CoA,810.2043,463.1176,5.42,10124913,37621,5.37,5.51,4367719
180212_Blk_MQBlk_3,Internal Std,13C Acetyl CoA,810.2043,463.1176,5.43,9089972,46000,5.38,5.51,4055327
180212_Blk_SWBlk_1,Internal Std,13C Acetyl CoA,810.2043,463.1176,5.42,8511144,54574,5.38,5.53,3396883
180212_Blk_SWBlk_2,Internal Std,13C Acetyl CoA,810.2043,463.1176,5.43,8539858,85293,5.39,5.53,3660904
180212_Blk_SWBlk_3,Internal Std,13C Acetyl CoA,810.2043,463.1176,5.44,8990920,81157,5.39,5.53,3823188
180212_Poo_TruePoo_Full1,Internal Std,13C Acetyl CoA,810.2043,463.1176,5.44,8048978,65350,5.39,5.53,3584426
180212_Poo_TruePoo_Full2,Internal Std,13C Acetyl CoA,810.2043,463.1176,5.43,9667078,39475,5.38,5.51,4449374
180212_Poo_TruePoo_Full3,Internal Std,13C Acetyl CoA,810.2043,463.1176,5.44,8305507,45293,5.39,5.52,3859833
180212_Poo_TruePoo_Half1,Internal Std,13C Acetyl CoA,810.2043,463.1176,5.43,3582875,24961,5.39,5.54,1386643
180212_Poo_TruePoo_Half2,Internal Std,13C Acetyl CoA,810.2043,463.1176,5.42,4037787,24234,5.38,5.53,1519072
180212_Poo_TruePoo_Half3,Internal Std,13C Acetyl CoA,810.2043,463.1176,5.43,3651052,2967,5.38,5.53,1446582
180212_Smp_L1C32DCMless10m_A,Internal Std,13C Acetyl CoA,810.2043,463.1176,5.42,8504993,54204,5.38,5.52,3475629
180212_Smp_L1C32DCMless10m_B,Internal Std,13C Acetyl CoA,810.2043,463.1176,5.43,8671871,162379,5.39,5.52,3509077
180212_Smp_L1C32DCMless10m_C,Internal Std,13C Acetyl CoA,810.2043,463.1176,5.43,9299872,146740,5.39,5.51,4197736
180212_Smp_L1C32DCMless20m_A,Internal Std,13C Acetyl CoA,810.2043,463.1176,5.42,8959392,42549,5.38,5.52,3764955
180212_Smp_L1C32DCMless20m_B,Internal Std,13C Acetyl CoA,810.2043,463.1176,5.43,8904220,180716,5.39,5.52,3832432
180212_Smp_L1C32DCMless20m_C,Internal Std,13C Acetyl CoA,810.2043,463.1176,5.44,9234927,57679,5.39,5.51,4200731
180212_Smp_L1C33DCM_A,Internal Std,13C Acetyl CoA,810.2043,463.1176,5.42,8994706,32878,5.38,5.52,3733518
180212_Smp_L1C33DCM_B,Internal Std,13C Acetyl CoA,810.2043,463.1176,5.43,8924293,24529,5.38,5.51,3973069
180212_Smp_L1C33DCM_C,Internal Std,13C Acetyl CoA,810.2043,463.1176,5.43,8948141,54713,5.39,5.53,3735286
180212_Smp_L1C33DCMplus10m_A,Internal Std,13C Acetyl CoA,810.2043,463.1176,5.45,7532288,34315,5.4,5.55,2824465
180212_Smp_L1C33DCMplus10m_B,Internal Std,13C Acetyl CoA,810.2043,463.1176,5.44,9928976,114829,5.39,5.52,4272868
180212_Smp_L1C33DCMplus10m_C,Internal Std,13C Acetyl CoA,810.2043,463.1176,5.43,8975022,46038,5.39,5.53,3814094
180212_Smp_L1C33DCMplus20m_A,Internal Std,13C Acetyl CoA,810.2043,463.1176,5.43,7738918,22554,5.38,5.52,3016309
180212_Smp_L1C33DCMplus20m_B,Internal Std,13C Acetyl CoA,810.2043,463.1176,5.43,8047471,14062,5.38,5.52,3297657
180212_Smp_L1C33DCMplus20m_C,Internal Std,13C Acetyl CoA,810.2043,463.1176,5.43,9487945,85105,5.39,5.52,4232768
180212_Smp_L2C1DCMless10m_A,Internal Std,13C Acetyl CoA,810.2043,463.1176,5.42,8416451,32284,5.38,5.52,3437187
180212_Smp_L2C1DCMless10m_B,Internal Std,13C Acetyl CoA,810.2043,463.1176,5.42,8971233,26829,5.38,5.52,3559173
180212_Smp_L2C1DCMless10m_C,Internal Std,13C Acetyl CoA,810.2043,463.1176,5.43,8247339,38204,5.39,5.53,3612543
180212_Smp_L2C1DCMless20m_A,Internal Std,13C Acetyl CoA,810.2043,463.1176,5.43,7852030,24232,5.39,5.53,3348894
180212_Smp_L2C1DCMless20m_B,Internal Std,13C Acetyl CoA,810.2043,463.1176,5.42,8399248,23289,5.38,5.52,3359299
180212_Smp_L2C1DCMless20m_C,Internal Std,13C Acetyl CoA,810.2043,463.1176,5.43,9608339,138957,5.39,5.52,4466404
180212_Smp_L2C2DCM_A,Internal Std,13C Acetyl CoA,810.2043,463.1176,5.42,8564488,42539,5.38,5.52,3464593
180212_Smp_L2C2DCM_B,Internal Std,13C Acetyl CoA,810.2043,463.1176,5.43,9395330,23654,5.38,5.52,3969285
180212_Smp_L2C2DCM_C,Internal Std,13C Acetyl CoA,810.2043,463.1176,5.43,8445505,128390,5.39,5.51,3642172
180212_Smp_L2C2DCMplus10m_A,Internal Std,13C Acetyl CoA,810.2043,463.1176,5.43,9016356,44160,5.38,5.52,3837815
180212_Smp_L2C2DCMplus10m_B,Internal Std,13C Acetyl CoA,810.2043,463.1176,5.42,9069234,217055,5.39,5.53,3662677
180212_Smp_L2C2DCMplus10m_C,Internal Std,13C Acetyl CoA,810.2043,463.1176,5.44,7804221,70092,5.39,5.52,3442964
180212_Smp_L2C2DCMplus20m_A,Internal Std,13C Acetyl CoA,810.2043,463.1176,5.42,7809523,41673,5.38,5.53,3155014
180212_Smp_L2C2DCMplus20m_B,Internal Std,13C Acetyl CoA,810.2043,463.1176,5.43,6897407,82645,5.39,5.53,2659423
180212_Smp_L2C2DCMplus20m_C,Internal Std,13C Acetyl CoA,810.2043,463.1176,5.44,8000478,39914,5.39,5.53,3674489
180212_Std_4uMhilicMix4_1,Internal Std,13C Acetyl CoA,810.2043,408.0569,5.4,2112580,93910,5.35,5.49,1151592
180212_Std_4uMhilicMix4_2,Internal Std,13C Acetyl CoA,810.2043,408.0569,5.42,3349291,36566,5.38,5.5,1794922
180212_Blk_MQBlk_1,Internal Std,13C Acetyl CoA,810.2043,408.0569,5.43,14026272,57556,5.38,5.51,6620013
180212_Blk_MQBlk_2,Internal Std,13C Acetyl CoA,810.2043,408.0569,5.42,14606736,50477,5.37,5.51,6218314
180212_Blk_MQBlk_3,Internal Std,13C Acetyl CoA,810.2043,408.0569,5.43,12859406,63655,5.38,5.51,5823575
180212_Blk_SWBlk_1,Internal Std,13C Acetyl CoA,810.2043,408.0569,5.42,12227511,41466,5.38,5.53,4723892
180212_Blk_SWBlk_2,Internal Std,13C Acetyl CoA,810.2043,408.0569,5.43,12110803,146553,5.39,5.53,5184504
180212_Blk_SWBlk_3,Internal Std,13C Acetyl CoA,810.2043,408.0569,5.44,12705804,96843,5.39,5.53,5624588
180212_Poo_TruePoo_Full1,Internal Std,13C Acetyl CoA,810.2043,408.0569,5.44,11449321,73411,5.39,5.53,5169644
180212_Poo_TruePoo_Full2,Internal Std,13C Acetyl CoA,810.2043,408.0569,5.43,13850185,58074,5.38,5.51,6326046
180212_Poo_TruePoo_Full3,Internal Std,13C Acetyl CoA,810.2043,408.0569,5.44,11847258,88246,5.39,5.52,5559324
180212_Poo_TruePoo_Half1,Internal Std,13C Acetyl CoA,810.2043,408.0569,5.43,5193993,25243,5.39,5.54,1960456
180212_Poo_TruePoo_Half2,Internal Std,13C Acetyl CoA,810.2043,408.0569,5.42,5736368,25810,5.38,5.53,2142141
180212_Poo_TruePoo_Half3,Internal Std,13C Acetyl CoA,810.2043,408.0569,5.43,5240130,3201,5.38,5.53,2051996
180212_Smp_L1C32DCMless10m_A,Internal Std,13C Acetyl CoA,810.2043,408.0569,5.42,12116422,57816,5.38,5.52,4999240
180212_Smp_L1C32DCMless10m_B,Internal Std,13C Acetyl CoA,810.2043,408.0569,5.43,12632460,202698,5.39,5.52,5264032
180212_Smp_L1C32DCMless10m_C,Internal Std,13C Acetyl CoA,810.2043,408.0569,5.43,13460831,181368,5.39,5.51,6044380
180212_Smp_L1C32DCMless20m_A,Internal Std,13C Acetyl CoA,810.2043,408.0569,5.42,12726328,45809,5.38,5.52,5171262
180212_Smp_L1C32DCMless20m_B,Internal Std,13C Acetyl CoA,810.2043,408.0569,5.43,13076203,183617,5.39,5.52,5714176
180212_Smp_L1C32DCMless20m_C,Internal Std,13C Acetyl CoA,810.2043,408.0569,5.44,13363051,108139,5.39,5.51,6072852
180212_Smp_L1C33DCM_A,Internal Std,13C Acetyl CoA,810.2043,408.0569,5.42,12864885,60410,5.38,5.52,5418694
180212_Smp_L1C33DCM_B,Internal Std,13C Acetyl CoA,810.2043,408.0569,5.43,12682216,45343,5.38,5.51,5669235
180212_Smp_L1C33DCM_C,Internal Std,13C Acetyl CoA,810.2043,408.0569,5.43,12668013,69886,5.39,5.53,5244523
180212_Smp_L1C33DCMplus10m_A,Internal Std,13C Acetyl CoA,810.2043,408.0569,5.45,10669070,94318,5.4,5.55,4000500
180212_Smp_L1C33DCMplus10m_B,Internal Std,13C Acetyl CoA,810.2043,408.0569,5.44,14232219,192775,5.39,5.52,6172704
180212_Smp_L1C33DCMplus10m_C,Internal Std,13C Acetyl CoA,810.2043,408.0569,5.43,12677697,111977,5.39,5.53,5388323
180212_Smp_L1C33DCMplus20m_A,Internal Std,13C Acetyl CoA,810.2043,408.0569,5.43,10958199,11362,5.38,5.52,4357410
180212_Smp_L1C33DCMplus20m_B,Internal Std,13C Acetyl CoA,810.2043,408.0569,5.43,11393241,25742,5.38,5.52,4602893
180212_Smp_L1C33DCMplus20m_C,Internal Std,13C Acetyl CoA,810.2043,408.0569,5.43,13655485,67666,5.39,5.52,6119831
180212_Smp_L2C1DCMless10m_A,Internal Std,13C Acetyl CoA,810.2043,408.0569,5.42,11925864,75750,5.38,5.52,4823848
180212_Smp_L2C1DCMless10m_B,Internal Std,13C Acetyl CoA,810.2043,408.0569,5.43,12664023,33988,5.38,5.52,5002745
180212_Smp_L2C1DCMless10m_C,Internal Std,13C Acetyl CoA,810.2043,408.0569,5.43,11917719,67188,5.39,5.53,5132096
180212_Smp_L2C1DCMless20m_A,Internal Std,13C Acetyl CoA,810.2043,408.0569,5.43,11362478,22552,5.39,5.53,4893661
180212_Smp_L2C1DCMless20m_B,Internal Std,13C Acetyl CoA,810.2043,408.0569,5.43,11935319,18562,5.38,5.52,4754307
180212_Smp_L2C1DCMless20m_C,Internal Std,13C Acetyl CoA,810.2043,408.0569,5.43,13659834,150236,5.39,5.52,5993800
180212_Smp_L2C2DCM_A,Internal Std,13C Acetyl CoA,810.2043,408.0569,5.42,12173214,27373,5.38,5.52,4863689
180212_Smp_L2C2DCM_B,Internal Std,13C Acetyl CoA,810.2043,408.0569,5.43,13524253,20961,5.38,5.52,5655109
180212_Smp_L2C2DCM_C,Internal Std,13C Acetyl CoA,810.2043,408.0569,5.43,11970826,152545,5.39,5.51,5136972
180212_Smp_L2C2DCMplus10m_A,Internal Std,13C Acetyl CoA,810.2043,408.0569,5.43,12877461,49368,5.38,5.52,5667083
180212_Smp_L2C2DCMplus10m_B,Internal Std,13C Acetyl CoA,810.2043,408.0569,5.43,13108452,202419,5.39,5.53,5349946
180212_Smp_L2C2DCMplus10m_C,Internal Std,13C Acetyl CoA,810.2043,408.0569,5.44,11284071,59460,5.39,5.52,5172832
180212_Smp_L2C2DCMplus20m_A,Internal Std,13C Acetyl CoA,810.2043,408.0569,5.42,11068937,39802,5.38,5.53,4446504
180212_Smp_L2C2DCMplus20m_B,Internal Std,13C Acetyl CoA,810.2043,408.0569,5.43,10275331,125763,5.39,5.53,4088405
180212_Smp_L2C2DCMplus20m_C,Internal Std,13C Acetyl CoA,810.2043,408.0569,5.44,11212636,48068,5.39,5.53,4756912
